Date,TCS,INFY,WIPRO,HDFCBANK,ICICIBANK,SBIN,RELIANCE,LT,HINDUNILVR,ITC,MARUTI,SUNPHARMA,BHARTIARTL,TATASTEEL,NIFTY50
2016-03-22,981.34,784.89,393.99,951.09,226.24,199.46,1008.09,1293.63,713.65,249.33,4372.74,713.24,379.38,388.18,7312.35
2016-03-23,922.11,739.33,380.76,925.99,220.87,189.62,958.88,1257.97,705.36,243.41,4251.33,694.89,361.02,383.92,7103.99
2016-03-24,930.86,754.04,391.93,959.43,225.81,197.55,975.79,1273.78,709.59,247.89,4311.88,715.7,365.07,385.72,7215.04
2016-03-25,945.04,746.22,392.53,958.19,229.46,195.9,1008.68,1271.98,713.05,246.27,4377.46,718.31,377.18,382.43,7259.75
2016-03-28,948.41,752.73,393.49,956.3,228.07,195.38,979.3,1289.47,709.42,245.8,4378.27,714.65,370.91,366.02,7220.11
2016-03-29,961.37,772.63,389.83,961.53,225.89,193.13,988.34,1316.27,718.04,251.74,4422.38,709.7,374.26,378.65,7276.25
2016-03-30,940.75,778.8,393.38,960.72,221.46,187.69,986.9,1307.24,724.2,251.12,4391.95,702.98,374.37,376.43,7244.02
2016-03-31,953.19,794.94,402.16,981.17,223.1,191.96,1022.56,1343.79,722.72,254.47,4472.41,708.54,372.85,380.86,7339.38
2016-04-01,940.94,787.05,388.25,982.98,220.29,192.9,1004.56,1344.34,716.51,250.92,4598.39,694.35,379.95,370.12,7295.25
2016-04-04,947.64,796.85,391.43,980.62,219.48,190.81,1045.41,1347.26,721.28,259.03,4616.37,702.93,383.94,375.99,7356.7
2016-04-05,944.97,786.67,389.81,958.86,218.51,190.39,1025.15,1322.69,720.16,255.47,4715.5,696.56,387.18,379.9,7315.72
2016-04-06,935.54,793.29,390.42,976.46,220.18,196.37,1032.99,1387.52,724.3,260.45,4693.88,702.28,393.68,400.17,7396.16
2016-04-07,987.22,825.01,400.38,1011.08,227.04,206.72,1055.56,1435.91,745.37,265.53,4899.21,738.09,401.03,405.93,7595.73
2016-04-08,960.24,831.98,396.77,1041.08,224.49,204.55,1073.72,1456.63,751.11,262.75,4926.38,745.05,408.61,403.74,7619.14
2016-04-11,966.24,832.34,387.55,1039.83,224.23,207.35,1027.49,1461.0,738.58,261.04,4938.92,742.56,407.58,386.0,7562.92
2016-04-12,986.09,836.5,382.09,1038.73,218.83,206.22,1023.89,1499.19,740.64,256.54,4890.22,750.59,418.08,396.31,7579.1
2016-04-13,1008.29,849.57,390.55,1071.06,225.1,216.44,1042.62,1520.22,750.96,257.45,4941.84,750.81,424.99,403.62,7701.89
2016-04-14,998.06,843.16,388.38,1074.4,224.38,220.25,1004.85,1593.61,746.92,258.95,4857.66,768.77,418.24,402.78,7679.39
2016-04-15,1017.93,853.76,397.17,1068.05,224.76,228.65,1021.95,1623.08,747.94,263.91,4976.96,786.09,422.35,414.79,7767.53
2016-04-18,998.56,861.82,390.98,1074.95,227.53,226.78,1018.11,1649.01,754.98,266.52,4868.04,771.89,426.64,428.07,7779.39
2016-04-19,1012.02,878.73,404.84,1083.18,230.35,225.94,1014.64,1612.36,751.23,270.5,4757.73,775.99,409.92,412.54,7776.61
2016-04-20,1015.52,872.03,410.95,1107.95,227.31,226.71,1037.99,1668.58,751.04,270.74,4658.76,771.49,415.13,398.54,7802.88
2016-04-21,1059.41,909.98,431.03,1146.12,236.2,238.58,1068.67,1732.5,767.11,274.24,4719.7,783.74,436.14,407.22,8013.54
2016-04-22,1023.98,892.06,431.39,1147.72,231.5,229.63,1067.7,1712.83,754.81,272.03,4716.42,780.95,424.58,394.41,7919.57
2016-04-25,1050.48,908.45,435.54,1161.27,237.47,235.08,1099.98,1741.02,758.99,276.58,4857.46,777.51,442.37,403.86,8049.53
2016-04-26,1045.71,915.36,441.43,1153.01,238.4,231.8,1130.87,1710.59,761.56,275.52,5019.39,754.6,453.08,404.22,8074.31
2016-04-27,1039.48,917.31,449.39,1185.22,237.76,236.79,1177.19,1705.4,768.68,278.58,5057.31,751.85,450.23,385.72,8126.07
2016-04-28,1058.33,945.03,461.17,1194.15,234.9,238.88,1168.35,1711.61,765.75,279.29,5010.5,759.08,446.92,384.46,8153.13
2016-04-29,1078.59,960.19,471.59,1247.31,240.77,243.85,1221.33,1806.2,776.3,288.92,5099.42,784.04,444.57,407.29,8345.66
2016-05-02,1061.4,949.73,477.93,1235.29,242.14,238.37,1211.53,1741.91,775.73,288.95,5038.96,792.06,431.55,402.43,8282.71
2016-05-03,1051.79,948.24,479.59,1245.65,239.12,234.3,1205.82,1737.7,775.33,289.63,4921.86,772.39,436.92,388.01,8242.62
2016-05-04,1068.17,959.82,487.23,1255.25,240.54,238.69,1208.76,1787.06,786.35,295.09,4946.16,784.16,432.4,392.9,8312.97
2016-05-05,1048.84,965.07,485.22,1259.72,238.7,237.13,1249.12,1784.88,779.77,299.07,4792.87,782.96,430.64,382.34,8303.0
2016-05-06,1058.9,972.82,475.1,1250.9,228.16,231.67,1245.3,1772.11,774.23,292.59,4696.88,778.15,423.82,369.38,8224.54
2016-05-09,1048.63,959.88,467.51,1228.18,225.01,224.91,1231.28,1725.31,752.91,290.56,4678.03,798.65,409.24,358.14,8119.03
2016-05-10,1046.62,972.5,466.2,1212.26,226.33,221.05,1235.59,1725.69,752.29,290.84,4676.31,793.03,416.58,358.28,8118.11
2016-05-11,1049.09,958.38,456.17,1203.24,218.82,225.01,1200.41,1739.29,756.42,287.76,4514.66,781.41,409.53,330.66,8017.87
2016-05-12,1054.91,965.31,467.07,1188.31,211.93,219.54,1203.58,1764.85,767.3,293.79,4531.29,801.92,406.06,336.24,8029.56
2016-05-13,1032.94,950.96,460.48,1210.71,212.82,221.9,1210.71,1763.34,761.01,297.32,4447.37,786.89,402.81,339.49,8020.32
2016-05-16,1024.99,939.4,461.47,1190.34,206.94,220.5,1209.98,1795.65,746.34,295.1,4447.02,772.63,403.11,347.92,7977.96
2016-05-17,1014.69,932.78,468.71,1221.65,212.91,229.7,1210.79,1829.2,761.47,297.73,4417.91,765.19,391.69,337.87,8016.59
2016-05-18,1025.74,942.48,469.39,1222.18,214.42,229.71,1187.64,1851.39,766.11,298.63,4480.41,759.44,398.06,341.86,8040.11
2016-05-19,1042.7,964.56,469.82,1246.24,220.05,234.35,1196.01,1866.79,779.38,303.65,4551.32,749.51,407.23,353.72,8147.09
2016-05-20,1087.21,1011.34,474.0,1278.54,234.03,246.3,1217.35,1921.17,787.88,311.44,4709.0,769.15,428.2,363.24,8363.8
2016-05-23,1113.16,1023.15,483.09,1260.97,235.87,252.89,1206.46,1894.71,792.46,319.65,4699.98,761.06,426.49,353.53,8381.17
2016-05-24,1097.34,981.54,475.44,1243.44,226.48,254.55,1228.51,1883.23,795.07,317.83,4692.44,742.87,445.52,345.95,8330.22
2016-05-25,1100.28,973.65,488.3,1279.61,237.76,271.41,1242.22,1940.1,811.5,328.53,4845.6,757.51,457.16,364.9,8503.17
2016-05-26,1047.12,948.97,469.63,1240.48,224.84,255.71,1210.81,1856.22,794.88,324.36,4826.67,716.68,440.09,352.18,8270.83
2016-05-27,1069.4,959.89,485.27,1213.73,218.49,252.97,1188.41,1823.78,786.54,326.06,4688.93,721.02,440.45,338.68,8216.81
2016-05-30,1062.75,961.02,482.79,1240.77,218.26,255.14,1201.84,1835.44,762.02,322.9,4712.18,734.29,439.84,325.39,8213.65
2016-05-31,1070.77,958.4,486.31,1243.46,216.13,251.71,1219.93,1833.41,753.47,317.2,4661.91,753.73,436.65,321.54,8204.94
2016-06-01,1073.16,944.22,470.01,1213.82,212.94,246.52,1211.17,1809.13,743.52,311.33,4714.34,728.67,427.49,322.38,8118.7
2016-06-02,1048.13,960.97,469.93,1227.6,210.31,242.12,1198.94,1797.26,748.18,310.18,4714.68,755.36,428.53,321.91,8109.92
2016-06-03,1055.74,992.24,477.74,1230.44,207.12,239.08,1193.29,1864.03,766.72,310.98,4681.03,762.05,445.17,332.35,8174.88
2016-06-06,1043.93,982.99,468.75,1235.16,204.76,235.4,1211.7,1840.81,749.24,308.02,4621.41,762.62,443.59,324.86,8126.9
2016-06-07,1043.2,971.93,466.72,1246.57,203.35,236.69,1239.5,1870.67,761.47,307.92,4518.22,768.35,451.4,336.41,8172.2
2016-06-08,1066.17,995.86,482.0,1260.78,203.07,239.7,1280.02,1922.63,775.65,312.09,4567.56,790.09,461.03,341.76,8296.62
2016-06-09,1072.34,1011.43,485.05,1247.37,199.44,236.43,1277.84,1928.44,778.13,313.51,4595.49,789.04,473.03,354.14,8316.67
2016-06-10,1050.05,991.79,476.76,1228.82,200.79,235.12,1242.5,1913.42,778.49,312.8,4679.09,784.17,465.39,342.71,8237.23
2016-06-13,1047.35,1008.99,479.36,1195.13,194.53,230.47,1230.93,1876.92,766.65,311.61,4626.51,745.51,467.7,343.94,8163.7
2016-06-14,1019.52,1006.87,472.88,1214.14,195.13,231.08,1233.41,1860.11,777.74,308.68,4559.14,741.7,467.64,347.37,8157.1
2016-06-15,1045.5,1041.54,470.63,1236.72,202.76,230.87,1259.05,1881.82,772.8,312.18,4659.28,760.91,466.79,357.87,8271.34
2016-06-16,1014.31,984.55,453.79,1223.51,199.78,228.51,1240.79,1830.59,761.89,307.31,4541.29,755.79,455.22,347.07,8126.69
2016-06-17,1031.07,989.15,462.57,1221.93,201.77,228.4,1236.11,1830.93,748.16,303.93,4432.73,769.91,456.55,336.6,8118.8
2016-06-20,1039.47,1008.43,474.99,1239.37,206.82,230.41,1255.49,1828.14,749.04,305.75,4476.39,792.72,463.24,344.97,8209.7
2016-06-21,1052.19,1058.65,474.45,1252.93,213.83,230.41,1269.29,1833.76,773.46,307.31,4636.74,813.9,478.17,366.61,8355.06
2016-06-22,1034.47,1045.61,466.53,1197.29,206.08,220.11,1262.24,1806.46,782.91,308.05,4619.19,793.03,475.47,352.79,8232.41
2016-06-23,1030.79,1011.65,461.97,1157.08,197.74,211.22,1245.89,1775.28,781.16,301.3,4576.04,816.59,475.31,345.5,8117.23
2016-06-24,1016.84,998.44,450.21,1152.84,196.48,201.5,1239.78,1773.17,771.94,293.49,4411.56,779.93,466.36,341.64,8015.48
2016-06-27,1031.48,1032.2,466.63,1163.43,199.21,201.55,1242.94,1792.46,771.94,287.61,4350.11,777.47,480.57,340.76,8068.91
2016-06-28,1041.45,1037.16,478.66,1190.55,207.23,203.1,1277.71,1820.7,786.45,291.72,4388.49,783.55,469.01,347.52,8171.35
2016-06-29,1093.32,1068.32,479.79,1225.13,218.55,217.13,1308.95,1888.07,817.34,296.84,4511.52,788.74,492.3,375.36,8419.16
2016-06-30,1104.2,1084.09,471.2,1219.32,212.54,216.87,1328.56,1927.99,803.26,303.66,4559.99,780.89,487.15,372.13,8422.34
2016-07-01,1105.63,1082.58,460.66,1241.1,215.21,216.86,1357.5,1900.84,786.89,305.35,4695.33,777.37,486.48,360.72,8437.59
2016-07-04,1106.18,1075.46,458.55,1245.81,212.46,215.14,1324.86,1891.64,783.18,302.72,4652.25,788.97,467.23,341.54,8362.33
2016-07-05,1117.21,1051.63,456.88,1212.34,213.62,215.22,1310.14,1898.85,772.05,297.28,4580.85,772.19,460.63,344.71,8302.43
2016-07-06,1137.17,1037.65,456.0,1186.52,210.75,221.98,1304.83,1934.28,788.85,305.86,4653.32,764.34,468.07,346.47,8332.2
2016-07-07,1106.83,1020.26,449.33,1208.16,210.65,224.28,1291.45,1970.14,789.61,301.09,4585.96,766.0,466.24,353.57,8314.69
2016-07-08,1078.79,988.37,442.56,1175.23,204.88,209.13,1333.14,1911.46,789.32,295.97,4537.51,766.46,473.24,352.72,8224.45
2016-07-11,1076.59,1001.48,461.63,1188.64,212.57,213.7,1373.04,1953.41,799.48,298.83,4656.61,770.04,474.2,363.8,8343.33
2016-07-12,1066.69,1007.08,464.84,1205.01,215.46,213.76,1397.01,1994.47,810.91,303.26,4625.61,780.59,470.06,373.06,8403.14
2016-07-13,1036.07,961.86,448.23,1166.58,208.15,206.04,1365.14,1966.34,793.5,296.23,4620.36,761.67,455.49,366.71,8221.25
2016-07-14,1033.48,950.1,438.18,1145.13,207.54,201.02,1344.95,1952.45,785.29,294.89,4509.03,752.81,446.65,363.95,8138.76
2016-07-15,1003.59,945.8,426.24,1144.66,205.18,200.74,1366.83,1914.2,774.2,295.94,4433.74,749.98,455.01,360.8,8101.57
2016-07-18,1008.27,968.39,423.9,1157.77,205.0,203.39,1325.24,1929.12,778.46,293.43,4386.07,748.22,463.52,349.68,8098.76
2016-07-19,993.21,973.37,420.47,1144.44,204.03,198.15,1330.45,1886.83,772.95,295.89,4362.28,749.45,460.9,362.31,8074.28
2016-07-20,1022.06,975.47,429.3,1135.26,205.46,200.43,1321.68,1919.92,778.67,295.75,4374.86,760.83,465.89,366.39,8119.08
2016-07-21,971.65,939.12,403.83,1105.06,193.34,184.73,1305.3,1858.16,754.36,288.62,4205.33,759.47,447.4,352.97,7881.81
2016-07-22,989.17,974.52,408.98,1117.93,199.94,190.27,1331.49,1837.57,775.21,292.12,4314.57,757.88,460.85,349.92,7998.79
2016-07-25,958.99,953.63,390.23,1082.47,191.96,173.16,1313.38,1708.07,753.78,281.79,4204.66,722.33,459.23,333.56,7777.07
2016-07-26,977.74,957.47,394.75,1114.18,197.23,180.11,1362.7,1724.31,742.73,283.68,4320.38,720.35,469.37,339.76,7893.91
2016-07-27,938.91,915.94,377.95,1084.2,188.13,170.29,1365.22,1683.8,721.79,277.22,4243.82,699.93,454.47,325.34,7702.05
2016-07-28,928.16,900.07,375.1,1058.25,184.8,170.78,1349.54,1662.29,706.21,281.37,4178.64,706.67,451.98,316.38,7627.13
2016-07-29,924.15,873.3,371.09,1054.44,181.19,169.78,1353.24,1677.16,702.81,273.61,4098.78,704.44,455.33,308.83,7572.7
2016-08-01,961.65,875.29,374.12,1058.43,183.93,169.89,1387.95,1692.45,705.56,274.12,4135.65,696.85,452.65,313.91,7638.61
2016-08-02,964.86,878.02,378.41,1051.47,183.21,170.93,1385.3,1663.09,697.14,276.55,4223.08,711.69,455.67,302.52,7632.0
2016-08-03,965.13,898.56,386.29,1060.01,185.98,168.4,1381.6,1630.76,704.0,279.08,4202.01,701.66,452.16,299.0,7644.86
2016-08-04,951.78,893.58,378.51,1029.46,177.11,156.51,1363.49,1599.06,692.03,275.73,4187.84,681.65,443.45,284.47,7497.14
2016-08-05,976.09,894.29,378.22,1022.52,173.84,155.83,1374.35,1602.46,676.33,280.19,4254.73,724.19,438.71,286.62,7517.34
2016-08-08,990.27,900.25,390.2,1022.33,173.8,148.0,1413.91,1556.18,671.24,272.67,4171.54,725.77,434.23,286.74,7508.41
2016-08-09,1013.49,911.21,393.08,1046.11,181.29,155.43,1412.7,1587.95,681.36,279.19,4226.12,722.02,442.77,277.69,7605.49
2016-08-10,1000.64,889.02,380.28,1020.25,180.09,154.48,1375.28,1587.89,667.58,272.08,4246.89,714.69,434.85,269.77,7498.07
2016-08-11,1027.69,884.52,379.84,1024.3,187.43,160.12,1396.47,1578.41,676.76,274.01,4246.16,729.42,451.43,277.29,7594.24
2016-08-12,1028.72,872.87,364.04,1018.89,189.73,162.57,1392.29,1568.39,682.22,277.24,4282.84,733.47,453.84,281.74,7601.91
2016-08-15,1005.34,842.6,360.74,1016.67,189.71,163.23,1337.52,1553.24,684.62,272.1,4152.88,742.64,442.16,277.73,7511.37
2016-08-16,1019.86,839.36,363.25,1038.49,199.35,170.25,1353.59,1571.59,696.08,278.96,4173.47,754.78,437.19,277.83,7606.12
2016-08-17,1027.2,854.0,363.47,1060.0,206.45,180.14,1357.87,1581.76,695.65,278.99,4311.79,738.27,456.25,275.75,7694.78
2016-08-18,1015.02,844.45,355.8,1068.57,212.51,180.47,1344.63,1562.85,701.27,276.88,4381.27,745.95,448.62,281.23,7696.89
2016-08-19,1043.6,856.12,360.41,1069.48,213.19,176.76,1335.32,1560.01,714.17,273.65,4338.13,770.52,443.83,272.38,7707.4
2016-08-22,1028.56,838.59,345.13,1054.31,212.61,170.14,1315.1,1533.69,705.5,268.95,4301.59,744.91,444.4,277.7,7620.44
2016-08-23,1051.25,865.3,344.59,1086.38,221.53,170.85,1332.0,1549.15,726.56,273.36,4316.58,778.47,455.54,284.85,7756.9
2016-08-24,1045.49,841.44,338.74,1080.86,219.07,171.58,1309.46,1542.15,725.43,271.55,4191.33,768.74,459.88,275.78,7690.28
2016-08-25,1046.21,840.8,347.2,1104.93,225.75,174.2,1344.46,1567.27,728.96,270.17,4294.54,774.29,476.17,290.14,7800.44
2016-08-26,1054.34,851.37,342.6,1114.59,232.69,178.56,1342.99,1611.82,733.14,270.67,4369.25,789.01,471.94,301.07,7872.08
2016-08-29,1070.26,857.66,351.96,1133.12,244.71,183.28,1387.1,1594.3,729.35,265.03,4434.14,792.11,476.65,293.06,7951.11
2016-08-30,1057.46,849.95,353.15,1127.99,243.64,181.28,1424.1,1564.95,721.81,263.01,4449.03,770.65,477.44,291.94,7929.6
2016-08-31,1044.75,846.3,345.13,1103.88,238.63,171.08,1356.26,1536.77,721.56,256.19,4304.79,765.51,454.81,277.97,7765.67
2016-09-01,1058.56,854.85,354.5,1074.88,229.8,166.59,1363.21,1552.6,719.72,257.77,4286.82,790.53,448.86,280.79,7751.68
2016-09-02,1040.32,850.34,345.38,1082.27,229.93,170.86,1339.68,1570.67,713.09,257.38,4291.0,766.18,435.95,281.96,7716.06
2016-09-05,1038.01,841.56,339.38,1064.68,227.11,169.42,1280.27,1586.98,720.59,248.83,4303.93,766.95,436.18,275.49,7640.21
2016-09-06,1057.57,850.5,346.62,1111.25,237.6,175.63,1314.79,1599.32,735.95,248.36,4310.17,763.42,441.73,279.84,7771.91
2016-09-07,1008.08,823.38,334.57,1076.65,234.5,172.31,1247.35,1575.12,739.07,246.89,4256.31,745.15,416.35,276.53,7602.78
2016-09-08,1004.16,838.36,338.62,1080.56,234.36,174.71,1241.17,1569.61,738.98,251.83,4306.0,749.29,419.68,272.73,7625.03
2016-09-09,1001.06,828.3,334.69,1097.56,233.39,174.17,1227.28,1541.0,734.83,246.42,4343.03,740.58,424.62,271.5,7600.92
2016-09-12,997.7,852.16,340.11,1138.92,244.95,181.64,1258.27,1582.45,738.97,251.26,4476.58,774.52,431.27,285.1,7765.06
2016-09-13,1000.81,852.7,342.53,1144.33,248.12,188.15,1275.38,1606.11,760.72,259.86,4560.94,769.28,433.64,298.6,7858.44
2016-09-14,989.92,833.26,333.3,1118.45,245.74,184.12,1227.07,1574.4,754.89,254.04,4569.05,747.49,432.41,297.96,7747.84
2016-09-15,1006.97,830.59,335.6,1118.43,242.2,187.93,1218.59,1578.52,745.26,255.6,4489.08,763.27,437.45,293.39,7749.26
2016-09-16,1020.38,848.33,335.63,1156.06,248.14,192.81,1230.66,1617.86,748.09,257.45,4454.9,792.11,447.89,294.65,7852.15
2016-09-19,1012.2,851.2,331.3,1158.69,252.05,190.39,1232.32,1611.2,747.62,255.1,4521.06,777.5,434.82,302.03,7844.91
2016-09-20,990.95,846.2,334.53,1166.42,255.41,198.53,1246.02,1635.43,769.12,267.01,4706.42,781.46,434.57,309.24,7927.05
2016-09-21,1003.98,856.59,337.09,1185.13,254.3,200.77,1282.96,1676.46,778.88,275.61,4774.78,791.32,450.17,324.08,8046.82
2016-09-22,1014.53,861.35,339.37,1165.99,256.04,203.55,1247.5,1689.51,784.42,273.57,4719.53,793.04,448.37,337.86,8048.24
